(50000, 7)
(50000, 7)
char_to_id:  {'6': 0, '4': 1, '7': 2, '+': 3, '0': 4, ' ': 5, '_': 6, '8': 7, '*': 8, '9': 9, '3': 10, '2': 11, '5': 12, '1': 13}
id_to_char:  {0: '6', 1: '4', 2: '7', 3: '+', 4: '0', 5: ' ', 6: '_', 7: '8', 8: '*', 9: '9', 10: '3', 11: '2', 12: '5', 13: '1'}
| 에폭 1 |  반복 1 / 351 | 시간 0[s] | 손실 2.64
| 에폭 78 |  반복 221 / 351 | 시간 5[s] | 손실 0.46
| 에폭 78 |  반복 241 / 351 | 시간 6[s] | 손실 0.47
| 에폭 78 |  반복 261 / 351 | 시간 6[s] | 손실 0.46
| 에폭 78 |  반복 281 / 351 | 시간 7[s] | 손실 0.46
| 에폭 78 |  반복 301 / 351 | 시간 7[s] | 손실 0.46
| 에폭 78 |  반복 321 / 351 | 시간 8[s] | 손실 0.46
| 에폭 78 |  반복 341 / 351 | 시간 8[s] | 손실 0.46
evaluate time : 193.72032594680786
검증 정확도 36.640%
| 에폭 79 |  반복 1 / 351 | 시간 0[s] | 손실 0.47
| 에폭 79 |  반복 21 / 351 | 시간 0[s] | 손실 0.51
| 에폭 79 |  반복 41 / 351 | 시간 0[s] | 손실 0.50
| 에폭 79 |  반복 61 / 351 | 시간 1[s] | 손실 0.51
| 에폭 79 |  반복 81 / 351 | 시간 1[s] | 손실 0.51
| 에폭 79 |  반복 101 / 351 | 시간 1[s] | 손실 0.50
| 에폭 79 |  반복 121 / 351 | 시간 2[s] | 손실 0.51
| 에폭 79 |  반복 141 / 351 | 시간 2[s] | 손실 0.49
| 에폭 79 |  반복 161 / 351 | 시간 3[s] | 손실 0.53
| 에폭 79 |  반복 181 / 351 | 시간 3[s] | 손실 0.52
| 에폭 79 |  반복 201 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 221 / 351 | 시간 4[s] | 손실 0.50
| 에폭 79 |  반복 241 / 351 | 시간 4[s] | 손실 0.51
| 에폭 79 |  반복 261 / 351 | 시간 5[s] | 손실 0.50
| 에폭 79 |  반복 281 / 351 | 시간 5[s] | 손실 0.49
| 에폭 79 |  반복 301 / 351 | 시간 5[s] | 손실 0.48
| 에폭 79 |  반복 321 / 351 | 시간 6[s] | 손실 0.51
| 에폭 79 |  반복 341 / 351 | 시간 6[s] | 손실 0.51
| 에폭 79 |  반복 1 / 351 | 시간 0[s] | 손실 0.51
| 에폭 79 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 79 |  반복 41 / 351 | 시간 0[s] | 손실 0.49
| 에폭 79 |  반복 61 / 351 | 시간 1[s] | 손실 0.50
| 에폭 79 |  반복 81 / 351 | 시간 1[s] | 손실 0.49
| 에폭 79 |  반복 101 / 351 | 시간 1[s] | 손실 0.50
| 에폭 79 |  반복 121 / 351 | 시간 2[s] | 손실 0.49
| 에폭 79 |  반복 141 / 351 | 시간 2[s] | 손실 0.49
| 에폭 79 |  반복 161 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 181 / 351 | 시간 3[s] | 손실 0.51
| 에폭 79 |  반복 201 / 351 | 시간 3[s] | 손실 0.49
| 에폭 79 |  반복 221 / 351 | 시간 4[s] | 손실 0.50
| 에폭 79 |  반복 241 / 351 | 시간 4[s] | 손실 0.51
| 에폭 79 |  반복 261 / 351 | 시간 5[s] | 손실 0.53
| 에폭 79 |  반복 281 / 351 | 시간 5[s] | 손실 0.50
| 에폭 79 |  반복 301 / 351 | 시간 5[s] | 손실 0.49
| 에폭 79 |  반복 321 / 351 | 시간 6[s] | 손실 0.51
| 에폭 79 |  반복 341 / 351 | 시간 6[s] | 손실 0.50
| 에폭 79 |  반복 1 / 351 | 시간 0[s] | 손실 0.54
| 에폭 79 |  반복 21 / 351 | 시간 0[s] | 손실 0.51
| 에폭 79 |  반복 41 / 351 | 시간 0[s] | 손실 0.53
| 에폭 79 |  반복 61 / 351 | 시간 1[s] | 손실 0.53
| 에폭 79 |  반복 81 / 351 | 시간 1[s] | 손실 0.51
| 에폭 79 |  반복 101 / 351 | 시간 1[s] | 손실 0.53
| 에폭 79 |  반복 121 / 351 | 시간 2[s] | 손실 0.53
| 에폭 79 |  반복 141 / 351 | 시간 2[s] | 손실 0.52
| 에폭 79 |  반복 161 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 181 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 201 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 221 / 351 | 시간 4[s] | 손실 0.50
| 에폭 79 |  반복 241 / 351 | 시간 4[s] | 손실 0.52
| 에폭 79 |  반복 261 / 351 | 시간 5[s] | 손실 0.51
| 에폭 79 |  반복 281 / 351 | 시간 5[s] | 손실 0.52
| 에폭 79 |  반복 301 / 351 | 시간 5[s] | 손실 0.51
| 에폭 79 |  반복 321 / 351 | 시간 6[s] | 손실 0.52
| 에폭 79 |  반복 341 / 351 | 시간 6[s] | 손실 0.52
| 에폭 79 |  반복 1 / 351 | 시간 0[s] | 손실 0.50
| 에폭 79 |  반복 21 / 351 | 시간 0[s] | 손실 0.47
| 에폭 79 |  반복 41 / 351 | 시간 0[s] | 손실 0.50
| 에폭 79 |  반복 61 / 351 | 시간 1[s] | 손실 0.49
| 에폭 79 |  반복 81 / 351 | 시간 1[s] | 손실 0.51
| 에폭 79 |  반복 101 / 351 | 시간 1[s] | 손실 0.50
| 에폭 79 |  반복 121 / 351 | 시간 2[s] | 손실 0.53
| 에폭 79 |  반복 141 / 351 | 시간 2[s] | 손실 0.50
| 에폭 79 |  반복 161 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 181 / 351 | 시간 3[s] | 손실 0.49
| 에폭 79 |  반복 201 / 351 | 시간 3[s] | 손실 0.50
| 에폭 79 |  반복 221 / 351 | 시간 4[s] | 손실 0.50
| 에폭 79 |  반복 241 / 351 | 시간 4[s] | 손실 0.49
| 에폭 79 |  반복 261 / 351 | 시간 5[s] | 손실 0.50
| 에폭 79 |  반복 281 / 351 | 시간 5[s] | 손실 0.51
| 에폭 79 |  반복 301 / 351 | 시간 5[s] | 손실 0.52
| 에폭 79 |  반복 321 / 351 | 시간 6[s] | 손실 0.50
| 에폭 79 |  반복 341 / 351 | 시간 6[s] | 손실 0.51
| 에폭 79 |  반복 1 / 351 | 시간 0[s] | 손실 0.44
| 에폭 79 |  반복 21 / 351 | 시간 0[s] | 손실 0.45
| 에폭 79 |  반복 41 / 351 | 시간 0[s] | 손실 0.46
| 에폭 79 |  반복 61 / 351 | 시간 1[s] | 손실 0.47
| 에폭 79 |  반복 81 / 351 | 시간 1[s] | 손실 0.47
| 에폭 79 |  반복 101 / 351 | 시간 1[s] | 손실 0.46
| 에폭 79 |  반복 121 / 351 | 시간 2[s] | 손실 0.47
| 에폭 79 |  반복 141 / 351 | 시간 2[s] | 손실 0.49
| 에폭 79 |  반복 161 / 351 | 시간 3[s] | 손실 0.46
| 에폭 79 |  반복 181 / 351 | 시간 3[s] | 손실 0.48
| 에폭 79 |  반복 201 / 351 | 시간 3[s] | 손실 0.46
| 에폭 79 |  반복 221 / 351 | 시간 4[s] | 손실 0.47
| 에폭 79 |  반복 241 / 351 | 시간 4[s] | 손실 0.46
| 에폭 79 |  반복 261 / 351 | 시간 5[s] | 손실 0.46
| 에폭 79 |  반복 281 / 351 | 시간 5[s] | 손실 0.44
| 에폭 79 |  반복 301 / 351 | 시간 5[s] | 손실 0.46
| 에폭 79 |  반복 321 / 351 | 시간 6[s] | 손실 0.46
| 에폭 79 |  반복 341 / 351 | 시간 6[s] | 손실 0.46
evaluate time : 232.3154911994934
검증 정확도 36.420%
| 에폭 80 |  반복 1 / 351 | 시간 0[s] | 손실 0.49
| 에폭 80 |  반복 21 / 351 | 시간 0[s] | 손실 0.50
| 에폭 80 |  반복 41 / 351 | 시간 1[s] | 손실 0.51
| 에폭 80 |  반복 61 / 351 | 시간 1[s] | 손실 0.54
| 에폭 80 |  반복 81 / 351 | 시간 2[s] | 손실 0.50
| 에폭 80 |  반복 101 / 351 | 시간 2[s] | 손실 0.52
| 에폭 80 |  반복 121 / 351 | 시간 3[s] | 손실 0.51
| 에폭 80 |  반복 141 / 351 | 시간 3[s] | 손실 0.54
| 에폭 80 |  반복 161 / 351 | 시간 4[s] | 손실 0.50
| 에폭 80 |  반복 181 / 351 | 시간 4[s] | 손실 0.50
| 에폭 80 |  반복 201 / 351 | 시간 5[s] | 손실 0.47
| 에폭 80 |  반복 221 / 351 | 시간 5[s] | 손실 0.49
| 에폭 80 |  반복 241 / 351 | 시간 6[s] | 손실 0.51
| 에폭 80 |  반복 261 / 351 | 시간 6[s] | 손실 0.51
| 에폭 80 |  반복 281 / 351 | 시간 7[s] | 손실 0.49
| 에폭 80 |  반복 301 / 351 | 시간 7[s] | 손실 0.50
| 에폭 80 |  반복 321 / 351 | 시간 8[s] | 손실 0.50
| 에폭 80 |  반복 341 / 351 | 시간 8[s] | 손실 0.50
| 에폭 80 |  반복 1 / 351 | 시간 0[s] | 손실 0.48
| 에폭 80 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 80 |  반복 41 / 351 | 시간 1[s] | 손실 0.48
| 에폭 80 |  반복 61 / 351 | 시간 1[s] | 손실 0.48
| 에폭 80 |  반복 81 / 351 | 시간 2[s] | 손실 0.48
| 에폭 80 |  반복 101 / 351 | 시간 2[s] | 손실 0.53
| 에폭 80 |  반복 121 / 351 | 시간 3[s] | 손실 0.54
| 에폭 80 |  반복 141 / 351 | 시간 3[s] | 손실 0.50
| 에폭 80 |  반복 161 / 351 | 시간 4[s] | 손실 0.50
| 에폭 80 |  반복 181 / 351 | 시간 4[s] | 손실 0.49
| 에폭 80 |  반복 201 / 351 | 시간 5[s] | 손실 0.49
| 에폭 80 |  반복 221 / 351 | 시간 5[s] | 손실 0.48
| 에폭 80 |  반복 241 / 351 | 시간 6[s] | 손실 0.49
| 에폭 80 |  반복 261 / 351 | 시간 6[s] | 손실 0.49
| 에폭 80 |  반복 281 / 351 | 시간 7[s] | 손실 0.49
| 에폭 80 |  반복 301 / 351 | 시간 7[s] | 손실 0.48
| 에폭 80 |  반복 321 / 351 | 시간 8[s] | 손실 0.49
| 에폭 80 |  반복 341 / 351 | 시간 8[s] | 손실 0.48
| 에폭 80 |  반복 1 / 351 | 시간 0[s] | 손실 0.54
| 에폭 80 |  반복 21 / 351 | 시간 0[s] | 손실 0.52
| 에폭 80 |  반복 41 / 351 | 시간 1[s] | 손실 0.51
| 에폭 80 |  반복 61 / 351 | 시간 1[s] | 손실 0.51
| 에폭 80 |  반복 81 / 351 | 시간 2[s] | 손실 0.50
| 에폭 80 |  반복 101 / 351 | 시간 2[s] | 손실 0.51
| 에폭 80 |  반복 121 / 351 | 시간 3[s] | 손실 0.56
| 에폭 80 |  반복 141 / 351 | 시간 3[s] | 손실 0.54
| 에폭 80 |  반복 161 / 351 | 시간 4[s] | 손실 0.51
| 에폭 80 |  반복 181 / 351 | 시간 4[s] | 손실 0.52
| 에폭 80 |  반복 201 / 351 | 시간 5[s] | 손실 0.51
| 에폭 80 |  반복 221 / 351 | 시간 5[s] | 손실 0.52
| 에폭 80 |  반복 241 / 351 | 시간 6[s] | 손실 0.51
| 에폭 80 |  반복 261 / 351 | 시간 6[s] | 손실 0.51
| 에폭 80 |  반복 281 / 351 | 시간 7[s] | 손실 0.52
| 에폭 80 |  반복 301 / 351 | 시간 7[s] | 손실 0.52
| 에폭 80 |  반복 321 / 351 | 시간 8[s] | 손실 0.51
| 에폭 80 |  반복 341 / 351 | 시간 8[s] | 손실 0.50
| 에폭 80 |  반복 1 / 351 | 시간 0[s] | 손실 0.52
| 에폭 80 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 80 |  반복 41 / 351 | 시간 1[s] | 손실 0.49
| 에폭 80 |  반복 61 / 351 | 시간 1[s] | 손실 0.49
| 에폭 80 |  반복 81 / 351 | 시간 2[s] | 손실 0.50
| 에폭 80 |  반복 101 / 351 | 시간 2[s] | 손실 0.49
| 에폭 80 |  반복 121 / 351 | 시간 3[s] | 손실 0.49
| 에폭 80 |  반복 141 / 351 | 시간 3[s] | 손실 0.50
| 에폭 80 |  반복 161 / 351 | 시간 4[s] | 손실 0.50
| 에폭 80 |  반복 181 / 351 | 시간 4[s] | 손실 0.51
| 에폭 80 |  반복 201 / 351 | 시간 5[s] | 손실 0.50
| 에폭 80 |  반복 221 / 351 | 시간 5[s] | 손실 0.50
| 에폭 80 |  반복 241 / 351 | 시간 6[s] | 손실 0.51
| 에폭 80 |  반복 261 / 351 | 시간 6[s] | 손실 0.50
| 에폭 80 |  반복 281 / 351 | 시간 7[s] | 손실 0.50
| 에폭 80 |  반복 301 / 351 | 시간 7[s] | 손실 0.50
| 에폭 80 |  반복 321 / 351 | 시간 8[s] | 손실 0.49
| 에폭 80 |  반복 341 / 351 | 시간 8[s] | 손실 0.49
| 에폭 80 |  반복 1 / 351 | 시간 0[s] | 손실 0.48
| 에폭 80 |  반복 21 / 351 | 시간 0[s] | 손실 0.46
| 에폭 80 |  반복 41 / 351 | 시간 1[s] | 손실 0.45
| 에폭 80 |  반복 61 / 351 | 시간 1[s] | 손실 0.45
| 에폭 80 |  반복 81 / 351 | 시간 2[s] | 손실 0.46
| 에폭 80 |  반복 101 / 351 | 시간 2[s] | 손실 0.48
| 에폭 80 |  반복 121 / 351 | 시간 3[s] | 손실 0.47
| 에폭 80 |  반복 141 / 351 | 시간 3[s] | 손실 0.47
| 에폭 80 |  반복 161 / 351 | 시간 4[s] | 손실 0.46
| 에폭 80 |  반복 181 / 351 | 시간 4[s] | 손실 0.46
| 에폭 80 |  반복 201 / 351 | 시간 4[s] | 손실 0.48
| 에폭 80 |  반복 221 / 351 | 시간 5[s] | 손실 0.47
| 에폭 80 |  반복 241 / 351 | 시간 5[s] | 손실 0.47
| 에폭 80 |  반복 261 / 351 | 시간 6[s] | 손실 0.46
| 에폭 80 |  반복 281 / 351 | 시간 6[s] | 손실 0.46
| 에폭 80 |  반복 301 / 351 | 시간 6[s] | 손실 0.48
| 에폭 80 |  반복 321 / 351 | 시간 7[s] | 손실 0.46
| 에폭 80 |  반복 341 / 351 | 시간 7[s] | 손실 0.47
evaluate time : 189.38913416862488
검증 정확도 37.160%
| 에폭 81 |  반복 1 / 351 | 시간 0[s] | 손실 0.37
| 에폭 81 |  반복 21 / 351 | 시간 0[s] | 손실 0.49
| 에폭 81 |  반복 41 / 351 | 시간 0[s] | 손실 0.48
| 에폭 81 |  반복 61 / 351 | 시간 1[s] | 손실 0.49
| 에폭 81 |  반복 81 / 351 | 시간 1[s] | 손실 0.52
| 에폭 81 |  반복 101 / 351 | 시간 1[s] | 손실 0.53
| 에폭 81 |  반복 121 / 351 | 시간 2[s] | 손실 0.51
| 에폭 81 |  반복 141 / 351 | 시간 2[s] | 손실 0.48
| 에폭 81 |  반복 161 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 181 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 201 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 221 / 351 | 시간 4[s] | 손실 0.49
| 에폭 81 |  반복 241 / 351 | 시간 4[s] | 손실 0.50
| 에폭 81 |  반복 261 / 351 | 시간 5[s] | 손실 0.50
| 에폭 81 |  반복 281 / 351 | 시간 5[s] | 손실 0.52
| 에폭 81 |  반복 301 / 351 | 시간 5[s] | 손실 0.50
| 에폭 81 |  반복 321 / 351 | 시간 6[s] | 손실 0.49
| 에폭 81 |  반복 341 / 351 | 시간 6[s] | 손실 0.49
| 에폭 81 |  반복 1 / 351 | 시간 0[s] | 손실 0.43
| 에폭 81 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 81 |  반복 41 / 351 | 시간 0[s] | 손실 0.50
| 에폭 81 |  반복 61 / 351 | 시간 1[s] | 손실 0.50
| 에폭 81 |  반복 81 / 351 | 시간 1[s] | 손실 0.49
| 에폭 81 |  반복 101 / 351 | 시간 1[s] | 손실 0.50
| 에폭 81 |  반복 121 / 351 | 시간 2[s] | 손실 0.49
| 에폭 81 |  반복 141 / 351 | 시간 2[s] | 손실 0.50
| 에폭 81 |  반복 161 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 181 / 351 | 시간 3[s] | 손실 0.51
| 에폭 81 |  반복 201 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 221 / 351 | 시간 4[s] | 손실 0.49
| 에폭 81 |  반복 241 / 351 | 시간 4[s] | 손실 0.49
| 에폭 81 |  반복 261 / 351 | 시간 5[s] | 손실 0.51
| 에폭 81 |  반복 281 / 351 | 시간 5[s] | 손실 0.49
| 에폭 81 |  반복 301 / 351 | 시간 5[s] | 손실 0.48
| 에폭 81 |  반복 321 / 351 | 시간 6[s] | 손실 0.48
| 에폭 81 |  반복 341 / 351 | 시간 6[s] | 손실 0.49
| 에폭 81 |  반복 1 / 351 | 시간 0[s] | 손실 0.57
| 에폭 81 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 81 |  반복 41 / 351 | 시간 0[s] | 손실 0.51
| 에폭 81 |  반복 61 / 351 | 시간 1[s] | 손실 0.50
| 에폭 81 |  반복 81 / 351 | 시간 1[s] | 손실 0.51
| 에폭 81 |  반복 101 / 351 | 시간 1[s] | 손실 0.51
| 에폭 81 |  반복 121 / 351 | 시간 2[s] | 손실 0.51
| 에폭 81 |  반복 141 / 351 | 시간 2[s] | 손실 0.50
| 에폭 81 |  반복 161 / 351 | 시간 3[s] | 손실 0.52
| 에폭 81 |  반복 181 / 351 | 시간 3[s] | 손실 0.50
| 에폭 81 |  반복 201 / 351 | 시간 3[s] | 손실 0.52
| 에폭 81 |  반복 221 / 351 | 시간 4[s] | 손실 0.52
| 에폭 81 |  반복 241 / 351 | 시간 4[s] | 손실 0.52
| 에폭 81 |  반복 261 / 351 | 시간 5[s] | 손실 0.53
| 에폭 81 |  반복 281 / 351 | 시간 5[s] | 손실 0.53
| 에폭 81 |  반복 301 / 351 | 시간 5[s] | 손실 0.53
| 에폭 81 |  반복 321 / 351 | 시간 6[s] | 손실 0.53
| 에폭 81 |  반복 341 / 351 | 시간 6[s] | 손실 0.50
| 에폭 81 |  반복 1 / 351 | 시간 0[s] | 손실 0.46
| 에폭 81 |  반복 21 / 351 | 시간 0[s] | 손실 0.49
| 에폭 81 |  반복 41 / 351 | 시간 0[s] | 손실 0.49
| 에폭 81 |  반복 61 / 351 | 시간 1[s] | 손실 0.49
| 에폭 81 |  반복 81 / 351 | 시간 1[s] | 손실 0.49
| 에폭 81 |  반복 101 / 351 | 시간 1[s] | 손실 0.51
| 에폭 81 |  반복 121 / 351 | 시간 2[s] | 손실 0.53
| 에폭 81 |  반복 141 / 351 | 시간 2[s] | 손실 0.52
| 에폭 81 |  반복 161 / 351 | 시간 3[s] | 손실 0.49
| 에폭 81 |  반복 181 / 351 | 시간 3[s] | 손실 0.50
| 에폭 81 |  반복 201 / 351 | 시간 3[s] | 손실 0.51
| 에폭 81 |  반복 221 / 351 | 시간 4[s] | 손실 0.51
| 에폭 81 |  반복 241 / 351 | 시간 4[s] | 손실 0.50
| 에폭 81 |  반복 261 / 351 | 시간 5[s] | 손실 0.50
| 에폭 81 |  반복 281 / 351 | 시간 5[s] | 손실 0.50
| 에폭 81 |  반복 301 / 351 | 시간 5[s] | 손실 0.48
| 에폭 81 |  반복 321 / 351 | 시간 6[s] | 손실 0.48
| 에폭 81 |  반복 341 / 351 | 시간 6[s] | 손실 0.49
| 에폭 81 |  반복 1 / 351 | 시간 0[s] | 손실 0.45
| 에폭 81 |  반복 21 / 351 | 시간 0[s] | 손실 0.45
| 에폭 81 |  반복 41 / 351 | 시간 0[s] | 손실 0.46
| 에폭 81 |  반복 61 / 351 | 시간 1[s] | 손실 0.45
| 에폭 81 |  반복 81 / 351 | 시간 1[s] | 손실 0.45
| 에폭 81 |  반복 101 / 351 | 시간 1[s] | 손실 0.45
| 에폭 81 |  반복 121 / 351 | 시간 2[s] | 손실 0.47
| 에폭 81 |  반복 141 / 351 | 시간 2[s] | 손실 0.46
| 에폭 81 |  반복 161 / 351 | 시간 3[s] | 손실 0.46
| 에폭 81 |  반복 181 / 351 | 시간 3[s] | 손실 0.50
| 에폭 81 |  반복 201 / 351 | 시간 3[s] | 손실 0.48
| 에폭 81 |  반복 221 / 351 | 시간 4[s] | 손실 0.45
| 에폭 81 |  반복 241 / 351 | 시간 4[s] | 손실 0.46
| 에폭 81 |  반복 261 / 351 | 시간 5[s] | 손실 0.46
| 에폭 81 |  반복 281 / 351 | 시간 5[s] | 손실 0.47
| 에폭 81 |  반복 301 / 351 | 시간 5[s] | 손실 0.44
| 에폭 81 |  반복 321 / 351 | 시간 6[s] | 손실 0.45
| 에폭 81 |  반복 341 / 351 | 시간 6[s] | 손실 0.44
evaluate time : 239.33927488327026
검증 정확도 37.620%
| 에폭 82 |  반복 1 / 351 | 시간 0[s] | 손실 0.51
| 에폭 82 |  반복 21 / 351 | 시간 0[s] | 손실 0.48
| 에폭 82 |  반복 41 / 351 | 시간 1[s] | 손실 0.50
| 에폭 82 |  반복 61 / 351 | 시간 1[s] | 손실 0.51
| 에폭 82 |  반복 81 / 351 | 시간 2[s] | 손실 0.51
| 에폭 82 |  반복 101 / 351 | 시간 2[s] | 손실 0.50
| 에폭 82 |  반복 121 / 351 | 시간 3[s] | 손실 0.51
| 에폭 82 |  반복 141 / 351 | 시간 3[s] | 손실 0.50
| 에폭 82 |  반복 161 / 351 | 시간 4[s] | 손실 0.51
| 에폭 82 |  반복 181 / 351 | 시간 4[s] | 손실 0.48
| 에폭 82 |  반복 201 / 351 | 시간 5[s] | 손실 0.49
| 에폭 82 |  반복 221 / 351 | 시간 5[s] | 손실 0.51
| 에폭 82 |  반복 241 / 351 | 시간 6[s] | 손실 0.49
| 에폭 82 |  반복 261 / 351 | 시간 6[s] | 손실 0.51
| 에폭 82 |  반복 281 / 351 | 시간 7[s] | 손실 0.50
| 에폭 82 |  반복 301 / 351 | 시간 7[s] | 손실 0.52
| 에폭 82 |  반복 321 / 351 | 시간 8[s] | 손실 0.50
| 에폭 82 |  반복 341 / 351 | 시간 8[s] | 손실 0.49
| 에폭 82 |  반복 1 / 351 | 시간 0[s] | 손실 0.46
| 에폭 82 |  반복 21 / 351 | 시간 0[s] | 손실 0.47
| 에폭 82 |  반복 41 / 351 | 시간 1[s] | 손실 0.48
| 에폭 82 |  반복 61 / 351 | 시간 1[s] | 손실 0.48
| 에폭 82 |  반복 81 / 351 | 시간 2[s] | 손실 0.50
| 에폭 82 |  반복 101 / 351 | 시간 2[s] | 손실 0.48
| 에폭 82 |  반복 121 / 351 | 시간 3[s] | 손실 0.49
| 에폭 82 |  반복 141 / 351 | 시간 3[s] | 손실 0.49
| 에폭 82 |  반복 161 / 351 | 시간 4[s] | 손실 0.49
| 에폭 82 |  반복 181 / 351 | 시간 4[s] | 손실 0.49
| 에폭 82 |  반복 201 / 351 | 시간 5[s] | 손실 0.48
| 에폭 82 |  반복 221 / 351 | 시간 5[s] | 손실 0.49
| 에폭 82 |  반복 241 / 351 | 시간 5[s] | 손실 0.49
| 에폭 82 |  반복 261 / 351 | 시간 6[s] | 손실 0.48
| 에폭 82 |  반복 281 / 351 | 시간 6[s] | 손실 0.48
| 에폭 82 |  반복 301 / 351 | 시간 7[s] | 손실 0.47
| 에폭 82 |  반복 321 / 351 | 시간 7[s] | 손실 0.48
| 에폭 82 |  반복 341 / 351 | 시간 8[s] | 손실 0.50
| 에폭 82 |  반복 1 / 351 | 시간 0[s] | 손실 0.54
| 에폭 82 |  반복 21 / 351 | 시간 0[s] | 손실 0.50
| 에폭 82 |  반복 41 / 351 | 시간 1[s] | 손실 0.50
| 에폭 82 |  반복 61 / 351 | 시간 1[s] | 손실 0.50
| 에폭 82 |  반복 81 / 351 | 시간 2[s] | 손실 0.52
| 에폭 82 |  반복 101 / 351 | 시간 2[s] | 손실 0.53
| 에폭 82 |  반복 121 / 351 | 시간 3[s] | 손실 0.52
| 에폭 82 |  반복 141 / 351 | 시간 3[s] | 손실 0.51
| 에폭 82 |  반복 161 / 351 | 시간 4[s] | 손실 0.52
| 에폭 82 |  반복 181 / 351 | 시간 4[s] | 손실 0.52
| 에폭 82 |  반복 201 / 351 | 시간 5[s] | 손실 0.52
| 에폭 82 |  반복 221 / 351 | 시간 5[s] | 손실 0.50
| 에폭 82 |  반복 241 / 351 | 시간 6[s] | 손실 0.49
| 에폭 82 |  반복 261 / 351 | 시간 6[s] | 손실 0.52
| 에폭 82 |  반복 281 / 351 | 시간 7[s] | 손실 0.50
| 에폭 82 |  반복 301 / 351 | 시간 7[s] | 손실 0.51
| 에폭 82 |  반복 321 / 351 | 시간 8[s] | 손실 0.52
| 에폭 82 |  반복 341 / 351 | 시간 8[s] | 손실 0.51
| 에폭 82 |  반복 1 / 351 | 시간 0[s] | 손실 0.50
| 에폭 82 |  반복 21 / 351 | 시간 0[s] | 손실 0.45
| 에폭 82 |  반복 41 / 351 | 시간 1[s] | 손실 0.51
| 에폭 82 |  반복 61 / 351 | 시간 1[s] | 손실 0.54
| 에폭 82 |  반복 81 / 351 | 시간 2[s] | 손실 0.53
| 에폭 82 |  반복 101 / 351 | 시간 2[s] | 손실 0.51
| 에폭 82 |  반복 121 / 351 | 시간 3[s] | 손실 0.50
| 에폭 82 |  반복 141 / 351 | 시간 3[s] | 손실 0.49
| 에폭 82 |  반복 161 / 351 | 시간 4[s] | 손실 0.50
| 에폭 82 |  반복 181 / 351 | 시간 4[s] | 손실 0.50
| 에폭 82 |  반복 201 / 351 | 시간 5[s] | 손실 0.50
| 에폭 82 |  반복 221 / 351 | 시간 5[s] | 손실 0.50
| 에폭 82 |  반복 241 / 351 | 시간 6[s] | 손실 0.48
| 에폭 82 |  반복 261 / 351 | 시간 6[s] | 손실 0.47
| 에폭 82 |  반복 281 / 351 | 시간 7[s] | 손실 0.49
| 에폭 82 |  반복 301 / 351 | 시간 7[s] | 손실 0.49
| 에폭 82 |  반복 321 / 351 | 시간 8[s] | 손실 0.49
| 에폭 82 |  반복 341 / 351 | 시간 8[s] | 손실 0.49
| 에폭 82 |  반복 1 / 351 | 시간 0[s] | 손실 0.48
| 에폭 82 |  반복 21 / 351 | 시간 0[s] | 손실 0.45
| 에폭 82 |  반복 41 / 351 | 시간 1[s] | 손실 0.45
| 에폭 82 |  반복 61 / 351 | 시간 1[s] | 손실 0.46
| 에폭 82 |  반복 81 / 351 | 시간 2[s] | 손실 0.46
| 에폭 82 |  반복 101 / 351 | 시간 2[s] | 손실 0.46
| 에폭 82 |  반복 121 / 351 | 시간 3[s] | 손실 0.48
| 에폭 82 |  반복 141 / 351 | 시간 3[s] | 손실 0.46
| 에폭 82 |  반복 161 / 351 | 시간 4[s] | 손실 0.44
| 에폭 82 |  반복 181 / 351 | 시간 4[s] | 손실 0.47
| 에폭 82 |  반복 201 / 351 | 시간 5[s] | 손실 0.47
| 에폭 82 |  반복 221 / 351 | 시간 5[s] | 손실 0.47
| 에폭 82 |  반복 241 / 351 | 시간 6[s] | 손실 0.43
| 에폭 82 |  반복 261 / 351 | 시간 6[s] | 손실 0.45
| 에폭 82 |  반복 281 / 351 | 시간 7[s] | 손실 0.46
| 에폭 82 |  반복 301 / 351 | 시간 7[s] | 손실 0.46
| 에폭 82 |  반복 321 / 351 | 시간 8[s] | 손실 0.45
| 에폭 82 |  반복 341 / 351 | 시간 8[s] | 손실 0.46
evaluate time : 243.16748785972595
검증 정확도 37.780%
| 에폭 83 |  반복 1 / 351 | 시간 0[s] | 손실 0.44
